Proposed_Name	Gene_ID	Gene_Coordinates	strand	hosts	cycle	vibrant_accession	vibrant_title	query_length	interproscan_analysis_database	interproscan_signature_accession	interproscan_signature_description	interproscan_start	interproscan_stop	interproscan_evalue	interproscan_match_status	interproscan_annotation	interproscan_description	BLASTP_Subject_ID	BLASTP_Percent_ID	BLASTP_Alignment_Length	BLASTP_Mismatches	BLASTP_Gap_Openings	BLASTP_Start_Query	BLASTP_End_Query	BLASTP_Start_Subject	BLASTP_End_Subject	BLASTP_E_Value	BLASTP_Bitscore	BLASTP_Query_Length	BLASTP_Subject_Length	BLASTP_Subject_Phylums	BLASTP_Subject_Sciname	BLASTP_Subject_Taxid	BLASTP_Subject_Title
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			NXM05243.1	25.5	271	148	9	32	263	1709	1964	6.60E-06	62	266	5545	N/A	N/A		NXM05243.1 MDN1 protein [Tyrannus savana]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			RLG58422.1	28.3	205	125	8	3	196	14	207	5.10E-06	62.4	266	290	Candidatus Geothermarchaeota	Candidatus Geothermarchaeota archaeon	2250273	RLG58422.1 hypothetical protein DRN86_05605, partial [Candidatus Geothermarchaeota archaeon]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			OMJ18030.1	22.8	215	138	4	34	239	2190	2385	5.10E-06	62.4	266	7231	Zoopagomycota	Smittium culicis	133412	OMJ18030.1 Midasin [Smittium culicis]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			NWU78311.1	26.2	271	146	9	32	263	1710	1965	3.00E-06	63.2	266	5541	N/A	N/A		NWU78311.1 MDN1 protein [Onychorhynchus coronatus]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			HHJ49467.1	27.2	191	113	4	16	194	2	178	2.30E-06	63.5	266	260	N/A	N/A		HHJ49467.1 CbbQ/NirQ/NorQ/GpvN family protein [Phaeodactylibacter sp.]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			EPS38281.1	29.9	154	85	4	34	178	1746	1885	1.70E-06	63.9	266	4937	Ascomycota	Dactylellina haptotyla CBS 200.50	1284197	EPS38281.1 hypothetical protein H072_7957 [Dactylellina haptotyla CBS 200.50]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			XP_005534827.1	26	173	109	3	17	186	2000	2156	4.60E-07	65.9	266	5973	Rhodophyta	Cyanidioschyzon merolae strain 10D	280699	XP_005534827.1 similar to midasin Mdn1p [Cyanidioschyzon merolae strain 10D]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			HHG10542.1	26	173	109	3	17	186	2027	2183	4.60E-07	65.9	266	2324	N/A	N/A		HHG10542.1 AAA family ATPase [bacterium]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Gene3D	G3DSA:3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	20	195	1.40E-15	TRUE			KAA3633131.1	26.6	188	119	4	12	194	5	178	2.10E-07	67	266	260	Bacteroidetes	Bacteroidetes bacterium	1898104	KAA3633131.1 CbbQ/NirQ/NorQ/GpvN family protein [Bacteroidetes bacterium]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	XP_026431598.1	25	184	114	4	23	196	1345	1514	8.70E-06	61.6	266	4958	Streptophyta	Papaver somniferum	3469	XP_026431598.1 midasin-like isoform X2 [Papaver somniferum]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NXM05243.1	25.5	271	148	9	32	263	1709	1964	6.60E-06	62	266	5545	N/A	N/A		NXM05243.1 MDN1 protein [Tyrannus savana]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	RLG58422.1	28.3	205	125	8	3	196	14	207	5.10E-06	62.4	266	290	Candidatus Geothermarchaeota	Candidatus Geothermarchaeota archaeon	2250273	RLG58422.1 hypothetical protein DRN86_05605, partial [Candidatus Geothermarchaeota archaeon]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	OMJ18030.1	22.8	215	138	4	34	239	2190	2385	5.10E-06	62.4	266	7231	Zoopagomycota	Smittium culicis	133412	OMJ18030.1 Midasin [Smittium culicis]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NWU78311.1	26.2	271	146	9	32	263	1710	1965	3.00E-06	63.2	266	5541	N/A	N/A		NWU78311.1 MDN1 protein [Onychorhynchus coronatus]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	HHJ49467.1	27.2	191	113	4	16	194	2	178	2.30E-06	63.5	266	260	N/A	N/A		HHJ49467.1 CbbQ/NirQ/NorQ/GpvN family protein [Phaeodactylibacter sp.]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	EPS38281.1	29.9	154	85	4	34	178	1746	1885	1.70E-06	63.9	266	4937	Ascomycota	Dactylellina haptotyla CBS 200.50	1284197	EPS38281.1 hypothetical protein H072_7957 [Dactylellina haptotyla CBS 200.50]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	XP_005534827.1	26	173	109	3	17	186	2000	2156	4.60E-07	65.9	266	5973	Rhodophyta	Cyanidioschyzon merolae strain 10D	280699	XP_005534827.1 similar to midasin Mdn1p [Cyanidioschyzon merolae strain 10D]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	HHG10542.1	26	173	109	3	17	186	2027	2183	4.60E-07	65.9	266	2324	N/A	N/A		HHG10542.1 AAA family ATPase [bacterium]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	SUPERFAMILY	SSF52540	P-loop containing nucleotide triphosphate hydrolases	21	210	1.25E-16	TRUE	IPR027417	P-loop containing nucleoside triphosphate hydrolase	KAA3633131.1	26.6	188	119	4	12	194	5	178	2.10E-07	67	266	260	Bacteroidetes	Bacteroidetes bacterium	1898104	KAA3633131.1 CbbQ/NirQ/NorQ/GpvN family protein [Bacteroidetes bacterium]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	XP_026431598.1	25	184	114	4	23	196	1345	1514	8.70E-06	61.6	266	4958	Streptophyta	Papaver somniferum	3469	XP_026431598.1 midasin-like isoform X2 [Papaver somniferum]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	NXM05243.1	25.5	271	148	9	32	263	1709	1964	6.60E-06	62	266	5545	N/A	N/A		NXM05243.1 MDN1 protein [Tyrannus savana]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	RLG58422.1	28.3	205	125	8	3	196	14	207	5.10E-06	62.4	266	290	Candidatus Geothermarchaeota	Candidatus Geothermarchaeota archaeon	2250273	RLG58422.1 hypothetical protein DRN86_05605, partial [Candidatus Geothermarchaeota archaeon]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	OMJ18030.1	22.8	215	138	4	34	239	2190	2385	5.10E-06	62.4	266	7231	Zoopagomycota	Smittium culicis	133412	OMJ18030.1 Midasin [Smittium culicis]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	NWU78311.1	26.2	271	146	9	32	263	1710	1965	3.00E-06	63.2	266	5541	N/A	N/A		NWU78311.1 MDN1 protein [Onychorhynchus coronatus]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	HHJ49467.1	27.2	191	113	4	16	194	2	178	2.30E-06	63.5	266	260	N/A	N/A		HHJ49467.1 CbbQ/NirQ/NorQ/GpvN family protein [Phaeodactylibacter sp.]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	EPS38281.1	29.9	154	85	4	34	178	1746	1885	1.70E-06	63.9	266	4937	Ascomycota	Dactylellina haptotyla CBS 200.50	1284197	EPS38281.1 hypothetical protein H072_7957 [Dactylellina haptotyla CBS 200.50]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	XP_005534827.1	26	173	109	3	17	186	2000	2156	4.60E-07	65.9	266	5973	Rhodophyta	Cyanidioschyzon merolae strain 10D	280699	XP_005534827.1 similar to midasin Mdn1p [Cyanidioschyzon merolae strain 10D]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	HHG10542.1	26	173	109	3	17	186	2027	2183	4.60E-07	65.9	266	2324	N/A	N/A		HHG10542.1 AAA family ATPase [bacterium]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_116	(70544..71341)	-1	Helarchaeota	Lytic	VOG01029	sp|Q58294|RFCL_METJA Replication factor C large subunit	265	Pfam	PF07728	AAA domain (dynein-related subfamily)	37	178	1.30E-08	TRUE	IPR011704	ATPase, dynein-related, AAA domain	KAA3633131.1	26.6	188	119	4	12	194	5	178	2.10E-07	67	266	260	Bacteroidetes	Bacteroidetes bacterium	1898104	KAA3633131.1 CbbQ/NirQ/NorQ/GpvN family protein [Bacteroidetes bacterium]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_117	(71352..72446)	-1	Helarchaeota	Lytic	None	hypothetical protein	364	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	170	356	1.50E-09	TRUE			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_117	(71352..72446)	-1	Helarchaeota	Lytic	None	hypothetical protein	364	SUPERFAMILY	SSF69572	NA	174	361	5.89E-12	TRUE	IPR035985	Ubiquitin-activating enzyme	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_117	(71352..72446)	-1	Helarchaeota	Lytic	None	hypothetical protein	364	Pfam	PF00899	ThiF family	193	344	9.90E-08	TRUE	IPR000594	THIF-type NAD/FAD binding fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			XP_001011834.1	29.3	164	90	4	139	295	2	146	2.70E-08	70.5	385	685	Ciliophora	Tetrahymena thermophila;Tetrahymena thermophila SB210	5911;312017	XP_001011834.1 ubiquitin-activating enzyme E1 [Tetrahymena thermophila SB210]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			XP_031484037.1	32.1	140	85	4	179	311	15	151	2.70E-08	70.5	385	656	Streptophyta	Nymphaea colorata	210225	XP_031484037.1 SUMO-activating enzyme subunit 2 isoform X1 [Nymphaea colorata]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			KRW98931.1	29.9	154	98	4	161	307	6	156	2.10E-08	70.9	385	616	Ciliophora	Pseudocohnilembus persalinus	266149	KRW98931.1 Molybdenum cofactor biosynthesis, MoeB [Pseudocohnilembus persalinus]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			XP_028491010.1	30.9	149	93	4	170	311	30	175	2.10E-08	70.9	385	662	Ascomycota	Verticillium nonalfalfae	1051616	XP_028491010.1 E1 ubiquitin-activating protein uba2 [Verticillium nonalfalfae]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			WP_075780710.1	33.5	164	101	5	178	338	21	179	3.20E-09	73.6	385	221	Thermotogae	Marinitoga sp. 1137	1545835	WP_075780710.1 HesA/MoeB/ThiF family protein [Marinitoga sp. 1137]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			NHI93974.1	36.4	143	81	5	178	314	26	164	1.90E-09	74.3	385	402	N/A	N/A		NHI93974.1 hypothetical protein [Candidatus Lokiarchaeota archaeon]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			WP_177667958.1	33.6	143	84	5	179	314	17	155	1.90E-09	74.3	385	223	Firmicutes	Clostridia bacterium	2044939	WP_177667958.1 ThiF family adenylyltransferase [Clostridia bacterium]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			WP_175418488.1	34.1	164	100	5	178	338	21	179	4.90E-10	76.3	385	221	Thermotogae	Marinitoga sp. 1138	1643334	WP_175418488.1 ThiF family adenylyltransferase [Marinitoga sp. 1138]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			WP_014297186.1	31.7	183	109	6	178	357	21	190	3.80E-10	76.6	385	221	Thermotogae	Marinitoga piezophila;Marinitoga piezophila KA3	149715;443254	WP_014297186.1 HesA/MoeB/ThiF family protein [Marinitoga piezophila]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Gene3D	G3DSA:3.40.50.720	NAD(P)-binding Rossmann-like Domain	177	383	3.50E-26	TRUE			HDM87834.1	31.8	217	129	6	172	373	21	233	2.60E-11	80.5	385	258	N/A	N/A		HDM87834.1 hypothetical protein [Candidatus Bathyarchaeota archaeon]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	XP_001011834.1	29.3	164	90	4	139	295	2	146	2.70E-08	70.5	385	685	Ciliophora	Tetrahymena thermophila;Tetrahymena thermophila SB210	5911;312017	XP_001011834.1 ubiquitin-activating enzyme E1 [Tetrahymena thermophila SB210]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	XP_031484037.1	32.1	140	85	4	179	311	15	151	2.70E-08	70.5	385	656	Streptophyta	Nymphaea colorata	210225	XP_031484037.1 SUMO-activating enzyme subunit 2 isoform X1 [Nymphaea colorata]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	KRW98931.1	29.9	154	98	4	161	307	6	156	2.10E-08	70.9	385	616	Ciliophora	Pseudocohnilembus persalinus	266149	KRW98931.1 Molybdenum cofactor biosynthesis, MoeB [Pseudocohnilembus persalinus]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	XP_028491010.1	30.9	149	93	4	170	311	30	175	2.10E-08	70.9	385	662	Ascomycota	Verticillium nonalfalfae	1051616	XP_028491010.1 E1 ubiquitin-activating protein uba2 [Verticillium nonalfalfae]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	WP_075780710.1	33.5	164	101	5	178	338	21	179	3.20E-09	73.6	385	221	Thermotogae	Marinitoga sp. 1137	1545835	WP_075780710.1 HesA/MoeB/ThiF family protein [Marinitoga sp. 1137]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	NHI93974.1	36.4	143	81	5	178	314	26	164	1.90E-09	74.3	385	402	N/A	N/A		NHI93974.1 hypothetical protein [Candidatus Lokiarchaeota archaeon]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	WP_177667958.1	33.6	143	84	5	179	314	17	155	1.90E-09	74.3	385	223	Firmicutes	Clostridia bacterium	2044939	WP_177667958.1 ThiF family adenylyltransferase [Clostridia bacterium]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	WP_175418488.1	34.1	164	100	5	178	338	21	179	4.90E-10	76.3	385	221	Thermotogae	Marinitoga sp. 1138	1643334	WP_175418488.1 ThiF family adenylyltransferase [Marinitoga sp. 1138]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	WP_014297186.1	31.7	183	109	6	178	357	21	190	3.80E-10	76.6	385	221	Thermotogae	Marinitoga piezophila;Marinitoga piezophila KA3	149715;443254	WP_014297186.1 HesA/MoeB/ThiF family protein [Marinitoga piezophila]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	178	357	3.27E-26	TRUE	IPR035985	Ubiquitin-activating enzyme	HDM87834.1	31.8	217	129	6	172	373	21	233	2.60E-11	80.5	385	258	N/A	N/A		HDM87834.1 hypothetical protein [Candidatus Bathyarchaeota archaeon]
`Nidhogg Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_91_118	(72436..73590)	-1	Helarchaeota	Lytic	PF00899.21	ThiF family	384	Pfam	PF00899	ThiF family	178	364	1.70E-20	TRUE	IPR000594	THIF-type NAD/FAD binding fold	XP_001011834.1	29.3	164	90	4	139	295	2	146	2.70E-08	70.5	385	685	Ciliophora	Tetrahymena thermophila;Tetrahymena thermophila SB210	5911;312017	XP_001011834.1 ubiquitin-activating enzyme E1 [Tetrahymena thermophila SB210]
